fiscalYear,cash,bonus,total
2080/2081,0.3947,7.5,7.8947
2078/2079,10.0,10.0,20.0
2077/2078,1.0526,20.0,21.052599999999998
2076/2077,0.8916,16.9399,17.831500000000002
2075/2076,1.58,30.0,31.58
2074/2075,11.32,15.0,26.32
2073/2074,12.105,30.0,42.105000000000004
2072/2073,10.0,10.0,20.0
