fiscalYear,cash,bonus,total
2080/2081,0.75,14.25,15.0
2078/2079,0.7895,15.0,15.7895
2077/2078,1.3158,25.0,26.3158
2076/2077,0.6315,12.0,12.631499999999999
2075/2076,0.78,15.0,15.78
2074/2075,0.54,10.45,10.989999999999998
2073/2074,0.78,15.0,15.78
2072/2073,0.66,12.66,13.32
2071/2072,0.0,20.0,20.0
2070/2071,1.0526,20.0,21.052599999999998
