fiscalYear,cash,bonus,total
2080/2081,0.19,3.65,3.84
2079/2080,0.263,5.0,5.263
2078/2079,0.449,8.534,8.983
2077/2078,0.5263,10.0,10.526299999999999
2076/2077,0.2632,5.0,5.2632
2075/2076,8.9593,0.0,8.9593
2074/2075,5.45,4.0,9.45
2073/2074,9.3,2.5,11.8
2072/2073,0.85,16.07,16.92
2071/2072,0.0,20.85,20.85
2070/2071,6.3,15.0,21.3
2069/2070,19.17,0.0,19.17
2068/2069,11.0,0.0,11.0
2067/2068,10.0,0.0,10.0
