fiscalYear,cash,bonus,total
2078/2079,1.1579,22.0,23.1579
2077/2078,1.1309,21.4876,22.6185
2076/2077,0.42,8.0,8.42
2075/2076,5.79,15.0,20.79
2074/2075,5.79,15.0,20.79
2073/2074,7.68,13.0,20.68
2072/2073,11.05,20.0,31.05
2071/2072,2.32,44.0,46.32
2070/2071,20.0,25.0,45.0
2069/2070,0.0,55.0,55.0
2068/2069,10.79,15.0,25.79
2067/2068,10.0,40.0,50.0
