fiscalYear,cash,bonus,total
2080/2081,4.0,3.0,7.0
2079/2080,6.4,0.0,6.4
2078/2079,6.47,4.0,10.469999999999999
2077/2078,1.0526,20.0,21.052599999999998
2076/2077,0.46,8.8,9.260000000000002
2075/2076,9.89,8.0,17.89
2074/2075,7.0,8.0,15.0
2073/2074,9.0,0.0,9.0
2072/2073,0.0,8.0,8.0
