fiscalYear,cash,bonus,total
2081/2082,0.789,15,15.789
2080/2081,0.789,15,15.789
2079/2080,10.5263,0,10.5263
2078/2079,0.5263,10,10.526299999999999
2077/2078,0.5263,10,10.526299999999999
2076/2077,10.5263,0,10.5263
