fiscalYear,cash,bonus,total
2080/2081,0.0,5.5,5.5
2079/2080,8.0,1.0,9.0
2078/2079,10.6,3.0,13.6
2077/2078,3.5,10.0,13.5
2076/2077,2.0,14.0,16.0
2075/2076,12.75,12.75,25.5
2074/2075,0.0,16.0,16.0
2073/2074,10.0,10.0,20.0
2072/2073,0.0,16.0,16.0
2071/2072,0.0,23.0,23.0
2070/2071,4.0,21.0,25.0
2069/2070,0.0,15.0,15.0
2068/2069,10.0,3.0,13.0
