fiscalYear,cash,bonus,total
2080/2081,0.21,4.0,4.21
2079/2080,5.79,0.0,5.79
2078/2079,9.0,0.0,9.0
2077/2078,3.087,12.913,16.0
2076/2077,3.0,8.0,11.0
2075/2076,12.0,3.0,15.0
2074/2075,1.635,3.628,5.263
2073/2074,1.0,16.0,17.0
2072/2073,0.83,15.8,16.63
2071/2072,1.05,20.0,21.05
2070/2071,5.95,13.0,18.95
2069/2070,15.0,0.0,15.0
2068/2069,8.42,0.0,8.42
2067/2068,5.53,5.0,10.530000000000001
