fiscalYear,cash,bonus,total
2078/2079,0.7895,15.0,15.7895
2077/2078,1.3157,25.0,26.3157
2076/2077,2.6,49.4,52.0
2075/2076,1.32,25.0,26.32
2074/2075,1.05,20.0,21.05
2073/2074,1.05,20.0,21.05
2072/2073,0.0,20.0,20.0
