fiscalYear,cash,bonus,total
2079/2080,10.0,0.0,10.0
2078/2079,8.0,12.0,20.0
2077/2078,0.0,28.0,28.0
2076/2077,1.45,27.47,28.919999999999998
2075/2076,0.92,17.5,18.42
2074/2075,0.7875,15.0,15.7875
2073/2074,1.05,20.0,21.05
2072/2073,20.0,0.0,20.0
2071/2072,0.68,13.0,13.68
