fiscalYear,cash,bonus,total
2080/2081,0.5263,10,10.526299999999999
2079/2080,0.5263,10,10.526299999999999
2078/2079,5.2632,0,5.2632
2077/2078,0.5263,10,10.526299999999999
2076/2077,5.0,10,15.0
2075/2076,0.5263,10,10.526299999999999
2074/2075,5.0,10,15.0
