fiscalYear,cash,bonus,total
2080/2081,0.5,9.5,10.0
2078/2079,1.0,19.0,20.0
2077/2078,0.0,13.0,13.0
2076/2077,0.0,10.0,10.0
2075/2076,0.63,12.0,12.63
2074/2075,0.42,8.0,8.42
2073/2074,0.0,21.21,21.21
2072/2073,0.0,65.0,65.0
