fiscalYear,cash,bonus,total
2081/2082,0.75,14.25,15.0
2080/2081,0.75,14.25,15.0
2079/2080,0.6505,12.3599,13.010399999999999
2078/2079,6.05,15.0,21.05
2077/2078,6.0,19.0,25.0
2076/2077,1.0,19.0057,20.0057
2075/2076,14.0,26.0,40.0
2074/2075,11.84,25.0,36.84
2073/2074,11.57,20.0,31.57
2072/2073,19.68,34.0,53.68
2071/2072,10.63,42.0,52.63
2070/2071,23.5,46.5,70.0
2069/2070,13.368,14.0,27.368000000000002
2068/2069,26.58,5.0,31.58
2067/2068,26.0,5.0,31.0
