fiscalYear,cash,bonus,total
2078/2079,5.0,0.0,5.0
2077/2078,3.3,7.7,11.0
2076/2077,3.0,7.0,10.0
2075/2076,7.0,0.0,7.0
2074/2075,7.0,0.0,7.0
2073/2074,0.0,8.77,8.77
2072/2073,1.74,22.5,24.24
2071/2072,1.74,33.0,34.74
2069/2070,0.0,10.0,10.0
