fiscalYear,cash,bonus,total
2080/2081,0.7105,13.5,14.2105
2079/2080,0.3684,7.0,7.3684
2078/2079,1.1579,22.0,23.1579
2077/2078,0.0,25.0,25.0
2076/2077,0.6521,12.3907,13.042800000000002
2075/2076,1.4,26.75,28.15
2074/2075,1.05,20.0,21.05
2073/2074,0.88,16.66,17.54
2072/2073,1.6,30.4,32.0
2071/2072,1.8,34.2,36.0
2070/2071,20.0,27.39,47.39
2069/2070,19.0,0.0,19.0
