fiscalYear,cash,bonus,total
2080/2081,0.2632,5,5.2632
2079/2080,5.2632,0,5.2632
2075/2076,10.79,5,15.79
2074/2075,11.32,15,26.32
2073/2074,6.21,18,24.21
2072/2073,6.32,20,26.32
2071/2072,0.0,20,20.0
2070/2071,0.0,10,10.0
