fiscalYear,cash,bonus,total
2079/2080,6.23,0.0,6.23
2078/2079,0.0,23.0,23.0
2077/2078,0.0,20.0,20.0
2076/2077,0.4829,9.2,9.6829
2075/2076,2.36,45.0,47.36
2074/2075,1.26,24.0,25.26
2073/2074,0.0,30.8,30.8
2072/2073,2.63,50.0,52.63
