fiscalYear,cash,bonus,total
2080/2081,0.75,14.25,15
2079/2080,7.5,7.5,15
2078/2079,0.0,15.0,15
2077/2078,5.0,40.0,45
2076/2077,6.0,21.0,27
2075/2076,5.0,75.0,80
2074/2075,15.0,25.0,40
2073/2074,15.0,20.0,35
