fiscalYear,cash,bonus,total
2080/2081,26.8421,10,36.8421
2079/2080,26.5789,5,31.5789
2078/2079,21.3158,5,26.3158
2075/2076,11.31,15,26.310000000000002
2074/2075,16.31,10,26.31
2073/2074,6.05,15,21.05
2072/2073,11.05,10,21.05
2071/2072,6.57,25,31.57
2070/2071,17.89,40,57.89
2069/2070,12.632,40,52.632
2068/2069,32.63,20,52.63
2067/2068,32.63,20,52.63
