fiscalYear,cash,bonus,total
2077/2078,3.9,9.1,13.0
2076/2077,3.6,8.4,12.0
2075/2076,10.0,0.0,10.0
2074/2075,5.26,0.0,5.26
2073/2074,0.536,10.19,10.725999999999999
2072/2073,1.32,25.0,26.32
2071/2072,0.0,10.0,10.0
2070/2071,7.72,6.28,14.0
2069/2070,7.37,0.0,7.37
2068/2069,5.5,3.5,9.0
