fiscalYear,cash,bonus,total
2078/2079,5.0,15,20.0
2077/2078,7.3684,20,27.3684
2076/2077,8.16,15,23.16
2075/2076,11.32,15,26.32
2074/2075,26.32,0,26.32
2073/2074,16.32,10,26.32
2072/2073,10.53,0,10.53
2071/2072,0.53,10,10.53
