fiscalYear,cash,bonus,total
2078/2079,0.25,4.75,5.0
2077/2078,1.05,20.0,21.05
2076/2077,0.526,10.0,10.526
2075/2076,10.0,0.0,10.0
2074/2075,10.0,0.0,10.0
2073/2074,0.53,10.0,10.53
2072/2073,5.0,0.0,5.0
