fiscalYear,cash,bonus,total
2078/2079,1.5,6.5,8.0
2077/2078,0.63,12.0,12.63
2076/2077,0.5263,10.0,10.526299999999999
2075/2076,0.84,16.0,16.84
2074/2075,0.42,8.0,8.42
