fiscalYear,cash,bonus,total
2080/2081,10.0,0,10.0
2079/2080,0.79,15,15.79
2078/2079,5.0,10,15.0
2077/2078,0.5,10,10.5
2076/2077,5.0,20,25.0
2075/2076,10.0,25,35.0
2074/2075,10.0,25,35.0
2073/2074,10.0,25,35.0
2072/2073,5.0,20,25.0
2071/2072,10.0,15,25.0
2070/2071,10.0,10,20.0
2069/2070,15.0,10,25.0
2068/2069,15.0,10,25.0
2067/2068,10.0,35,45.0
