fiscalYear,cash,bonus,total
2080/2081,9.5,0,9.5
2079/2080,10.5,0,10.5
2078/2079,13.0,0,13.0
2077/2078,30.0,0,30.0
2076/2077,12.0,0,12.0
2075/2076,10.0,0,10.0
