fiscalYear,cash,bonus,total
2080/2081,7.53,3,10.530000000000001
2078/2079,11.0,2,13.0
2077/2078,1.0526,20,21.052599999999998
2076/2077,0.7895,15,15.7895
2075/2076,24.0,6,30.0
2074/2075,15.053,6,21.053
2073/2074,1.053,20,21.053
2072/2073,1.05,20,21.05
2071/2072,0.79,15,15.79
2070/2071,8.0,7,15.0
2069/2070,31.58,0,31.58
