fiscalYear,cash,bonus,total
2080/2081,4.0,3.0,7.0
2079/2080,4.5,4.0,8.5
2078/2079,9.0,3.0,12.0
2077/2078,0.6842,13.0,13.6842
2076/2077,3.0,7.0,10.0
2075/2076,15.0,5.0,20.0
2074/2075,0.0,17.07,17.07
