fiscalYear,cash,bonus,total
2080/2081,0.2684,5.1,5.368399999999999
2079/2080,0.4078,7.75,8.1578
2078/2079,0.445,8.5,8.945
2077/2078,0.76,14.5,15.26
2076/2077,2.0,25.0,27.0
2075/2076,0.0,0.0,0.0
2073/2074,0.21,4.0,4.21
2072/2073,1.05,20.0,21.05
2070/2071,1.5,28.5,30.0
2068/2069,0.0,8.29,8.29
2067/2068,1.42,27.0,28.42
