fiscalYear,cash,bonus,total
2078/2079,1.0,19.0,20.0
2077/2078,1.5526,29.5,31.052599999999998
2076/2077,0.68,13.0,13.68
2075/2076,15.53,25.0,40.53
2074/2075,22.11,20.0,42.11
2073/2074,14.04,66.67,80.71000000000001
2072/2073,11.579,20.0,31.579
2071/2072,13.1,48.81,61.910000000000004
2070/2071,12.63,40.0,52.63
2069/2070,11.58,20.0,31.58
2068/2069,11.87,3.92,15.79
2067/2068,0.421,8.0,8.421
