fiscalYear,cash,bonus,total
2080/2081,0.75,14.25,15.0
2078/2079,0.7143,14.2857,15.0
2077/2078,1.3158,25.0,26.3158
2076/2077,0.7895,15.0,15.7895
2075/2076,0.63,12.0,12.63
