fiscalYear,cash,bonus,total
2078/2079,1.0526,20.0,21.052599999999998
2077/2078,1.054,20.031,21.084999999999997
2076/2077,1.0,19.0,20.0
2075/2076,5.0,15.0,20.0
2074/2075,0.526,10.0,10.526
2073/2074,5.0,10.0,15.0
2072/2073,5.0,15.0,20.0
