fiscalYear,cash,bonus,total
2080/2081,0.79,15.0,15.79
2079/2080,0.5263,10.0,10.526299999999999
2078/2079,0.4211,8.0,8.4211
2077/2078,0.5789,11.0,11.5789
2076/2077,2.0,8.0,10.0
2075/2076,2.89,5.0,7.890000000000001
2074/2075,0.0,7.5,7.5
2073/2074,0.0,4.52,4.52
2072/2073,0.0,5.0,5.0
2070/2071,0.47,9.0,9.47
2068/2069,1.05,20.0,21.05
2067/2068,0.0,7.37,7.37
