fiscalYear,cash,bonus,total
2080/2081,5.2632,0.0,5.2632
2079/2080,6.5,0.0,6.5
2078/2079,5.0,5.0,10.0
2077/2078,4.0,10.0,14.0
2076/2077,4.5,10.5,15.0
2075/2076,8.0,5.0,13.0
2074/2075,8.0,0.0,8.0
2073/2074,11.05,10.0,21.05
2072/2073,0.89,17.0,17.89
2071/2072,0.55,10.5,11.05
2070/2071,0.74,14.0,14.74
2069/2070,10.79,5.0,15.79
2068/2069,8.42,0.0,8.42
2067/2068,7.0,8.0,15.0
