fiscalYear,cash,bonus,total
2080/2081,11.05,10,21.05
2079/2080,21.05,0,21.05
2077/2078,15.7895,0,15.7895
2076/2077,0.7368,14,14.7368
2075/2076,20.0,31,51.0
2074/2075,23.5,25,48.5
2073/2074,28.5,42,70.5
2072/2073,1.31,25,26.31
2071/2072,1.31,25,26.31
2070/2071,8.0,60,68.0
2069/2070,28.5,70,98.5
2068/2069,56.31,70,126.31
