fiscalYear,cash,bonus,total
2080/2081,6.85,3.8,10.649999999999999
2079/2080,6.8,3.75,10.55
2078/2079,7.53,3.0,10.530000000000001
2077/2078,1.81,3.5,5.3100000000000005
2076/2077,3.47,6.0,9.47
2075/2076,10.84,6.0,16.84
2074/2075,10.79,5.0,15.79
2073/2074,0.81,15.42,16.23
2072/2073,1.53,28.0,29.53
2071/2072,1.42,27.0,28.42
2070/2071,7.0,15.0,22.0
2069/2070,7.5,12.5,20.0
2068/2069,5.0,12.5,17.5
2067/2068,5.0,12.5,17.5
