fiscalYear,cash,bonus,total
2080/2081,0.526,10.0,10.526
2076/2077,1.0526,20.0,21.052599999999998
2075/2076,0.5263,10.0,10.526299999999999
2074/2075,35.53,34.46,69.99000000000001
2073/2074,0.63,12.0,12.63
2072/2073,1.3,24.8,26.1
2071/2072,1.32,25.0,26.32
2070/2071,0.0,30.0,30.0
2069/2070,1.57,30.0,31.57
2068/2069,3.26,62.0,65.26
