fiscalYear,cash,bonus,total
2080/2081,0.2632,5.0,5.2632
2079/2080,0.2854,5.4222,5.7076
2078/2079,3.0,15.0,18.0
2077/2078,5.0,20.0,25.0
2076/2077,6.32,20.0,26.32
2075/2076,5.5263,5.0,10.526299999999999
2074/2075,7.36,6.66,14.02
2073/2074,11.58,20.0,31.58
