fiscalYear,cash,bonus,total
2080/2081,0.2632,5.0,5.2632
2078/2079,1.0526,20.0,21.052599999999998
2077/2078,1.7,32.3,34.0
2076/2077,1.05,20.0,21.05
2075/2076,1.27,24.0,25.27
