fiscalYear,cash,bonus,total
2078/2079,11.11,8.0,19.11
2077/2078,4.62,21.38,26.0
2076/2077,6.0,14.0,20.0
2075/2076,12.0,10.0,22.0
2074/2075,10.78,5.0,15.78
2073/2074,1.3158,25.0,26.3158
2072/2073,1.57,30.0,31.57
2071/2072,7.1,35.0,42.1
2070/2071,6.05,15.0,21.05
2069/2070,10.0,5.0,15.0
2068/2069,13.4211,15.0,28.4211
2067/2068,16.8421,20.0,36.8421
