fiscalYear,cash,bonus,total
2078/2079,0.21,4.0,4.21
2077/2078,0.425,8.075,8.5
2076/2077,0.263,5.0,5.263
2075/2076,7.2,7.0,14.2
2074/2075,8.684,5.0,13.684
2073/2074,0.435,8.26,8.695
2072/2073,0.71,13.5,14.21
2071/2072,2.55,48.5,51.05
2070/2071,10.0,6.0,16.0
2067/2068,10.0,0.0,10.0
