fiscalYear,cash,bonus,total
2080/2081,0.157,3,3.157
2078/2079,0.421,8,8.421
2077/2078,0.526,10,10.526
2076/2077,0.263,5,5.263
2075/2076,0.37,7,7.37
2073/2074,0.526,10,10.526
2072/2073,0.526,10,10.526
2071/2072,11.0,0,11.0
2070/2071,0.526,10,10.526
2069/2070,0.75,15,15.75
2068/2069,0.75,15,15.75
2067/2068,15.0,0,15.0
