fiscalYear,cash,bonus,total
2080/2081,50,0,50
2079/2080,60,0,60
2078/2079,60,0,60
2074/2075,40,0,40
2073/2074,25,0,25
2071/2072,25,0,25
2070/2071,22,0,22
2068/2069,85,0,85
2067/2068,55,0,55
