fiscalYear,cash,bonus,total
2080/2081,5.25,0,5.25
2079/2080,5.263,0,5.263
2078/2079,0.263,5,5.263
2077/2078,0.421,8,8.421
2075/2076,12.0,0,12.0
2074/2075,0.0,10,10.0
2073/2074,5.0,0,5.0
2072/2073,5.0,0,5.0
