fiscalYear,cash,bonus,total
2080/2081,0.2632,5.0,5.2632
2078/2079,0.3947,7.5,7.8947
2077/2078,0.55,10.5,11.05
2076/2077,0.0,9.0,9.0
2075/2076,0.0,5.0,5.0
2074/2075,0.0,5.0,5.0
2073/2074,0.0,8.0,8.0
2072/2073,0.0,5.0,5.0
