fiscalYear,cash,bonus,total
2080/2081,0.3684,7.0,7.3684
2078/2079,0.79,15.0,15.79
2077/2078,0.79,15.0,15.79
2076/2077,0.82,15.5,16.32
2075/2076,8.16,0.0,8.16
2074/2075,0.63,12.0,12.63
2073/2074,0.52,10.0,10.52
2072/2073,1.05,20.0,21.05
2071/2072,0.78,15.0,15.78
2070/2071,0.67,12.71,13.38
2068/2069,0.0,11.5,11.5
2067/2068,0.0,5.0,5.0
