fiscalYear,cash,bonus,total
2080/2081,30,0,30
2079/2080,40,0,40
2078/2079,40,0,40
2077/2078,20,20,40
2076/2077,40,0,40
2075/2076,45,0,45
2074/2075,55,0,55
2073/2074,55,0,55
2072/2073,51,0,51
2071/2072,50,0,50
2070/2071,47,0,47
2069/2070,46,0,46
2068/2069,48,0,48
2067/2068,45,0,45
